from_id;to_id;fromid_toid;route_number;at;from_x;from_y;to_x;to_y;total_route_time;route_time;route_distance;route_total_lines
5801585;5817996;5801585_5817996;1;08:10;18.0139356;59.3616927;18.0205841;59.3036160;59.9178100;56.2233406;14784.3747289;2
5803943;5819007;5803943_5819007;4;08:10;18.0834930;59.3981186;18.0111920;59.3303128;90.1494316;41.2607520;17684.0654448;2
5807555;5817683;5807555_5817683;3;08:10;18.0984402;59.3631814;18.0269750;59.3263113;130.0070969;95.9755684;15387.3924000;3
5803073;5814642;5803073_5814642;2;08:10;18.0525690;59.3259804;18.0057087;59.3360136;70.4035635;92.7399622;11448.9661609;1
5801021;5817679;5801021_5817679;2;08:10;18.0171679;59.3634006;18.0531170;59.3087643;105.5084949;111.9353622;15094.4993359;3
5803843;5818208;5803843_5818208;4;08:10;18.0272307;59.3539985;18.0936606;59.3936958;123.3071296;129.0258053;9130.7176138;3
5807989;5817339;5807989_5817339;2;08:10;18.0018391;59.3779845;18.0039344;59.3553802;111.5985450;47.9406585;9594.7024817;2
5809692;5819435;5809692_5819435;2;08:10;18.0914299;59.3106981;18.0122110;59.3305524;68.8024735;113.1496490;16834.7773988;3
5806873;5812205;5806873_5812205;4;08:10;18.0117751;59.3761028;18.0452199;59.3396982;85.5384569;58.7411944;11696.2927460;3
5805675;5811069;5805675_5811069;3;08:10;18.0576516;59.3541267;18.0933875;59.3447203;128.3791784;125.8177053;16975.7051078;2
5800161;5813444;5800161_5813444;3;08:10;18.0274055;59.3962992;18.0316156;59.3600594;105.4226514;121.9063514;17336.3356050;2
5804297;5811060;5804297_5811060;2;08:10;18.0554178;59.3341872;18.0507235;59.3515679;50.5229614;94.0793755;17863.4350649;2
5800995;5812327;5800995_5812327;2;08:10;18.0651420;59.3632622;18.0041573;59.3919392;126.0990760;111.0242799;18749.5285376;2
5807629;5813420;5807629_5813420;3;08:10;18.0829742;59.3932028;18.0148343;59.3496963;53.5311355;71.4350113;11464.7783077;3
5809467;5810301;5809467_5810301;4;08:10;18.0206421;59.3102510;18.0986630;59.3992158;124.5733783;87.1167899;9783.0022748;3
5801016;5810606;5801016_5810606;2;08:10;18.0010996;59.3937228;18.0965119;59.3851425;70.2480560;122.1636898;13732.9811989;1
5807869;5813170;5807869_5813170;1;08:10;18.0136886;59.3687886;18.0004940;59.3208511;145.8073480;85.9265197;10567.5863516;1
5806439;5810699;5806439_5810699;4;08:10;18.0900019;59.3067837;18.0951812;59.3930595;86.7940751;75.7798265;14016.1125020;3
5807892;5815088;5807892_5815088;2;08:10;18.0873890;59.3300964;18.0639120;59.3116366;82.6931616;89.4212447;15583.7879397;1
5806863;5819331;5806863_5819331;2;08:10;18.0597413;59.3708172;18.0867918;59.3817450;64.8888050;122.8249252;15326.0752774;3
5807916;5810190;5807916_5810190;1;08:10;18.0600517;59.3067351;18.0454740;59.3380623;80.5604215;73.5208047;10618.2933053;1
5808529;5810980;5808529_5810980;1;08:10;18.0665037;59.3582170;18.0515596;59.3877974;137.6650762;57.3761593;7502.9030255;2
5800878;5812975;5800878_5812975;3;08:10;18.0175371;59.3345883;18.0488847;59.3868057;149.6334338;111.2014020;11457.9400769;1
5809268;5816102;5809268_5816102;4;08:10;18.0914412;59.3620916;18.0666864;59.3805925;86.8309531;122.5978213;7138.9121612;2
5804887;5811184;5804887_5811184;4;08:10;18.0418771;59.3045742;18.0139651;59.3790030;94.8610631;50.0637479;18351.4555278;2
5804859;5813327;5804859_5813327;3;08:10;18.0383139;59.3871537;18.0029974;59.3304679;122.2070938;63.9874113;10188.1619111;2
5806331;5813394;5806331_5813394;4;08:10;18.0518918;59.3973489;18.0307930;59.3080919;138.6195780;54.1971990;7316.8962083;2
5808571;5818319;5808571_5818319;4;08:10;18.0046966;59.3968878;18.0704681;59.3402980;109.3044334;74.7941412;5381.7163986;1
5808684;5811816;5808684_5811816;4;08:10;18.0166283;59.3749652;18.0201853;59.3173525;89.1525698;85.0350979;14687.3357943;3
5807208;5815854;5807208_5815854;4;08:10;18.0738034;59.3130086;18.0673432;59.3694951;91.2621841;114.8826337;14553.5347618;2
5805276;5816709;5805276_5816709;4;08:10;18.0082799;59.3758263;18.0969912;59.3346100;119.5618146;105.1147585;10109.0624987;1
5802062;5810569;5802062_5810569;1;08:10;18.0603152;59.3024587;18.0093901;59.3975610;50.3218264;102.0928567;6075.6783327;2
5800064;5815442;5800064_5815442;4;08:10;18.0245349;59.3022124;18.0672602;59.3640972;111.9589337;75.2374947;11144.4334234;1
5808006;5811895;5808006_5811895;1;08:10;18.0389296;59.3323610;18.0443750;59.3822481;85.5493010;124.1447553;9668.2624260;1
5802568;5812733;5802568_5812733;4;08:10;18.0288694;59.3488643;18.0868142;59.3132525;129.4197331;87.1287167;15156.8095960;1
5805463;5813863;5805463_5813863;3;08:10;18.0355673;59.3770407;18.0177150;59.3862014;59.2990640;137.9104938;14086.6887418;3
5802027;5817455;5802027_5817455;2;08:10;18.0719046;59.3683295;18.0692626;59.3922757;108.8202267;103.4142138;10468.9059230;1
5802695;5814014;5802695_5814014;1;08:10;18.0297122;59.3445903;18.0838115;59.3487062;98.0972890;52.6264742;8268.3883138;1
5809687;5811686;5809687_5811686;4;08:10;18.0566405;59.3273627;18.0944614;59.3606253;114.2325526;107.6177562;19820.5394923;3
5805258;5813009;5805258_5813009;3;08:10;18.0476050;59.3997125;18.0683248;59.3764810;56.4853594;72.5104015;11810.0243179;3
5805618;5817806;5805618_5817806;2;08:10;18.0663671;59.3426181;18.0497175;59.3174839;107.9983787;108.6327197;15324.1135367;1
5806736;5810154;5806736_5810154;1;08:10;18.0936830;59.3451387;18.0617847;59.3502566;106.1484588;46.9641148;7108.2945137;3
5800391;5811409;5800391_5811409;2;08:10;18.0732572;59.3163624;18.0868905;59.3398663;106.0660094;57.4881437;12283.8454949;2
5805892;5810784;5805892_5810784;3;08:10;18.0214940;59.3794810;18.0570610;59.3146374;110.3487667;125.5737259;5413.0507980;2
5803561;5818096;5803561_5818096;1;08:10;18.0031183;59.3693682;18.0030387;59.3367534;117.6467937;62.7179557;12581.8267687;3
5806184;5817560;5806184_5817560;2;08:10;18.0262264;59.3220770;18.0930949;59.3068172;130.4989000;123.7041125;19460.2611068;3
5803099;5817343;5803099_5817343;4;08:10;18.0595078;59.3082381;18.0689527;59.3025812;76.9820720;67.9276088;10763.1006948;1
5806278;5817206;5806278_5817206;1;08:10;18.0051426;59.3680499;18.0676513;59.3135166;132.5049410;104.2881910;5584.9401886;3
5808392;5815596;5808392_5815596;2;08:10;18.0496366;59.3654511;18.0215675;59.3963115;99.8255682;109.4150574;5464.3368638;1
5803104;5815801;5803104_5815801;3;08:10;18.0596843;59.3273260;18.0658885;59.3549530;57.7058279;91.2654753;10819.8013992;2
5807215;5812806;5807215_5812806;3;08:10;18.0334244;59.3950864;18.0393864;59.3965822;55.8550929;70.5310677;7400.3740469;3
5802454;5810537;5802454_5810537;1;08:10;18.0770912;59.3151058;18.0651233;59.3432498;83.4238319;61.2644376;5350.2814449;1
5808996;5815986;5808996_5815986;2;08:10;18.0106598;59.3432335;18.0106593;59.3311816;128.4896977;43.3189355;16343.2042093;1
5802731;5811841;5802731_5811841;1;08:10;18.0075138;59.3943616;18.0657845;59.3506142;120.7680935;70.3946401;11877.8451332;2
5808154;5818716;5808154_5818716;1;08:10;18.0728189;59.3419727;18.0999414;59.3439512;128.8614965;105.3162791;9338.6715796;3
5809762;5816971;5809762_5816971;2;08:10;18.0495491;59.3638526;18.0048212;59.3105665;101.7269056;133.8304818;18501.2477452;2
5805056;5815625;5805056_5815625;2;08:10;18.0688402;59.3397594;18.0977174;59.3640826;94.0198998;127.1204482;6742.0844030;1
5808110;5812950;5808110_5812950;4;08:10;18.0434827;59.3274215;18.0406908;59.3216038;64.7452527;116.6064777;19338.7824343;1
5803840;5817992;5803840_5817992;2;08:10;18.0246402;59.3983978;18.0870753;59.3619588;82.8192754;118.8447343;9709.5007607;3
5801028;5814780;5801028_5814780;3;08:10;18.0819102;59.3409334;18.0782385;59.3650201;93.4019366;106.4984903;18326.0550846;1
5807385;5812368;5807385_5812368;1;08:10;18.0799416;59.3894099;18.0567016;59.3152025;58.8600430;66.0286858;14044.1431472;3
5800502;5816655;5800502_5816655;1;08:10;18.0694696;59.3229955;18.0738449;59.3061350;72.0611953;130.7195031;17400.6103961;2
5806910;5818173;5806910_5818173;3;08:10;18.0272145;59.3213105;18.0878516;59.3780762;109.8225294;107.0732312;19760.1974482;3
5809062;5814495;5809062_5814495;2;08:10;18.0590231;59.3031134;18.0404140;59.3459800;123.5663114;96.0440631;9326.0815673;3
5806938;5819163;5806938_5819163;3;08:10;18.0360974;59.3651667;18.0327033;59.3058164;149.8347511;51.0989469;19417.0322811;1
5804488;5816002;5804488_5816002;3;08:10;18.0091582;59.3368526;18.0667593;59.3994866;143.3113331;84.7055544;10842.2284235;1
5800206;5816614;5800206_5816614;4;08:10;18.0917314;59.3864358;18.0807846;59.3057781;114.2565200;86.0358271;10782.6785711;3
5805134;5819358;5805134_5819358;3;08:10;18.0136819;59.3473210;18.0762285;59.3695035;92.1248053;126.4563610;10105.8065638;1
5805977;5815919;5805977_5815919;1;08:10;18.0950237;59.3968193;18.0797814;59.3983679;113.6177365;94.6648220;13121.1141102;1
5807721;5810853;5807721_5810853;3;08:10;18.0446006;59.3185526;18.0435583;59.3239180;128.5651618;78.0400549;7312.1756477;1
5807035;5814146;5807035_5814146;1;08:10;18.0185133;59.3868623;18.0817834;59.3142249;61.8336191;137.6800329;13305.6722804;3
5801484;5813769;5801484_5813769;1;08:10;18.0541901;59.3776597;18.0120209;59.3121385;90.9904890;51.0720593;13125.5721862;1
5807858;5810574;5807858_5810574;1;08:10;18.0872946;59.3770922;18.0544489;59.3303275;133.9802286;82.2548428;16428.5271891;3
5800863;5811148;5800863_5811148;2;08:10;18.0732225;59.3844783;18.0005759;59.3101046;88.3832952;44.2024675;17504.7494291;1
5802790;5816293;5802790_5816293;4;08:10;18.0806561;59.3761024;18.0324586;59.3692161;107.1872271;113.9904121;11606.6202547;2
5807408;5816457;5807408_5816457;1;08:10;18.0658783;59.3626220;18.0366462;59.3062292;108.7769361;131.8076552;9534.9987403;1
5808755;5817509;5808755_5817509;1;08:10;18.0692277;59.3131245;18.0396173;59.3509422;68.4476253;68.0037330;8890.0234598;1
5805116;5819907;5805116_5819907;2;08:10;18.0849196;59.3032526;18.0695467;59.3996697;86.2235442;125.8341677;7919.3575506;3
5806019;5814777;5806019_5814777;1;08:10;18.0249668;59.3920848;18.0388558;59.3813970;83.4511289;69.2218230;5864.7137330;3
5801757;5813854;5801757_5813854;3;08:10;18.0489425;59.3616650;18.0448694;59.3615219;52.6196709;131.0770162;10136.7196825;1
5807574;5812491;5807574_5812491;3;08:10;18.0221209;59.3796537;18.0237544;59.3306254;52.4191764;115.3961904;9053.7153820;2
5806374;5813124;5806374_5813124;4;08:10;18.0987668;59.3481522;18.0373252;59.3623896;133.1697044;120.4906777;19496.2607880;1
5806892;5815691;5806892_5815691;1;08:10;18.0944059;59.3117308;18.0227270;59.3527041;77.3070810;41.8006556;13365.6323938;1
5801678;5813051;5801678_5813051;2;08:10;18.0039427;59.3125186;18.0073196;59.3426083;101.8078766;136.2810357;10209.1555855;2
5803242;5810004;5803242_5810004;3;08:10;18.0705575;59.3685565;18.0603449;59.3130710;79.8725574;112.6670992;13707.0140149;3
5804636;5815222;5804636_5815222;2;08:10;18.0925248;59.3430306;18.0668213;59.3886604;144.0679245;70.4751095;7087.9505202;1
5801059;5815315;5801059_5815315;2;08:10;18.0180575;59.3200525;18.0619490;59.3449785;75.9296759;122.9394665;11660.6562380;3
5806668;5814869;5806668_5814869;3;08:10;18.0567945;59.3491595;18.0463494;59.3194623;92.9656813;68.1521198;14393.5148213;3
5809914;5810876;5809914_5810876;2;08:10;18.0915488;59.3064209;18.0379786;59.3367759;137.2730250;127.2753840;12333.4674769;2
5803157;5819183;5803157_5819183;3;08:10;18.0033946;59.3581971;18.0863334;59.3414130;134.1933567;51.2580390;11026.6820098;2
5805915;5817027;5805915_5817027;2;08:10;18.0697420;59.3268993;18.0519082;59.3827538;68.6101418;110.3685977;19907.7258335;3
5809789;5814142;5809789_5814142;3;08:10;18.0297349;59.3797559;18.0479182;59.3733614;130.2643310;94.0698477;18204.7214322;1
5802693;5816966;5802693_5816966;1;08:10;18.0924396;59.3310362;18.0025642;59.3769305;95.8186887;49.6534470;14351.0893724;3
5803627;5817079;5803627_5817079;4;08:10;18.0971058;59.3455220;18.0341248;59.3011031;98.2968872;64.1893828;13540.6604177;1
5809555;5817987;5809555_5817987;3;08:10;18.0944266;59.3011621;18.0380196;59.3416154;63.3479972;41.2404036;14309.9071974;1
5805450;5816799;5805450_5816799;3;08:10;18.0474214;59.3072447;18.0398823;59.3481344;58.0601514;86.8767965;8019.6816173;2
5801663;5814465;5801663_5814465;4;08:10;18.0862043;59.3392494;18.0580172;59.3019192;122.7939307;70.1265261;10927.0661490;1
5809721;5810635;5809721_5810635;3;08:10;18.0844549;59.3479939;18.0533603;59.3259813;99.6461152;99.8357484;5591.8929934;1
5805592;5811693;5805592_5811693;3;08:10;18.0319100;59.3600021;18.0607905;59.3760290;93.6850703;69.7237808;12133.1905623;3
5807392;5819874;5807392_5819874;2;08:10;18.0828915;59.3291663;18.0764883;59.3137110;122.9508229;69.9919112;13145.3687594;2
5801306;5814752;5801306_5814752;4;08:10;18.0037008;59.3694982;18.0812986;59.3535310;126.5512899;114.3193199;8416.2460415;1
5806776;5818311;5806776_5818311;1;08:10;18.0596270;59.3860122;18.0718123;59.3215202;65.8908168;44.8142836;19460.4327075;1
5805864;5810830;5805864_5810830;3;08:10;18.0230009;59.3779851;18.0955524;59.3012121;111.0225149;130.2894995;18641.8191641;2
5809474;5815177;5809474_5815177;4;08:10;18.0120567;59.3039619;18.0018233;59.3241201;63.5354082;125.2263874;15832.1485318;3
5807526;5819561;5807526_5819561;2;08:10;18.0076953;59.3480507;18.0195778;59.3975874;125.1375086;106.7804683;13000.7994315;2
5808901;5818932;5808901_5818932;1;08:10;18.0696289;59.3104930;18.0007563;59.3801537;115.6955156;99.3221570;18049.5373947;2
5805575;5818308;5805575_5818308;4;08:10;18.0339875;59.3242045;18.0647475;59.3959577;145.6614621;129.2302498;6959.7851574;1
5805530;5815949;5805530_5815949;1;08:10;18.0724767;59.3986663;18.0898031;59.3487854;56.8958016;58.5330180;16857.6469141;1
5804413;5812838;5804413_5812838;1;08:10;18.0065356;59.3142496;18.0243482;59.3109736;55.7054721;47.8969162;6872.3122095;3
5803748;5811150;5803748_5811150;1;08:10;18.0315290;59.3498888;18.0927035;59.3547959;78.2187075;63.9510170;16913.1599382;1
5800663;5817560;5800663_5817560;3;08:10;18.0539491;59.3618156;18.0060267;59.3454377;76.1705684;119.4578279;9136.5135238;1
5801998;5811931;5801998_5811931;3;08:10;18.0790723;59.3702465;18.0934436;59.3844357;74.6978799;43.4670267;18156.3587153;2
5807994;5819204;5807994_5819204;2;08:10;18.0318753;59.3559649;18.0351623;59.3098083;140.6254581;98.2806835;19160.6314074;1
5801495;5811664;5801495_5811664;2;08:10;18.0625891;59.3009771;18.0101421;59.3488241;74.9546200;139.5437516;7231.9395411;3
5803304;5811081;5803304_5811081;4;08:10;18.0885978;59.3326461;18.0485872;59.3150049;77.1949726;125.5696094;11940.1340760;2
5803763;5810512;5803763_5810512;2;08:10;18.0615863;59.3517712;18.0256777;59.3324676;125.9398262;92.1445689;19714.8106724;3
5805232;5817805;5805232_5817805;1;08:10;18.0232959;59.3087866;18.0284873;59.3737357;94.9739842;46.3640909;12251.1115396;2
5801853;5815237;5801853_5815237;1;08:10;18.0024401;59.3350627;18.0307290;59.3476018;127.6710557;123.1373514;17953.2128377;1
5806585;5810559;5806585_5810559;3;08:10;18.0870099;59.3033203;18.0803026;59.3375888;56.5366158;99.8978508;13830.9728320;2
5801291;5813672;5801291_5813672;1;08:10;18.0021269;59.3078578;18.0539161;59.3394476;98.7571194;51.4932997;10629.9486188;2
5803581;5817404;5803581_5817404;4;08:10;18.0874702;59.3396923;18.0311308;59.3459447;53.3613600;49.3857285;9286.7533329;1
5807554;5813343;5807554_5813343;1;08:10;18.0528937;59.3132716;18.0610334;59.3785017;56.2653203;130.9626819;8048.3463663;1
5807280;5814070;5807280_5814070;1;08:10;18.0939068;59.3567541;18.0716151;59.3892085;140.6437453;106.9200263;16426.9728707;3
5801636;5819662;5801636_5819662;4;08:10;18.0798783;59.3689465;18.0272624;59.3955335;63.9245371;122.9286799;10798.1076023;3
5803696;5810580;5803696_5810580;2;08:10;18.0997934;59.3800587;18.0413549;59.3786903;103.2420682;127.8978900;12669.1319330;1
5800698;5817004;5800698_5817004;2;08:10;18.0350712;59.3200150;18.0121886;59.3315407;91.1095603;97.1772352;12384.8822000;1
5804737;5818130;5804737_5818130;4;08:10;18.0767188;59.3167483;18.0181149;59.3688135;84.7343326;91.7446352;13659.1854385;1
5800854;5813147;5800854_5813147;3;08:10;18.0401931;59.3104568;18.0681118;59.3437603;139.9833346;83.0427410;17983.6571844;2
5808164;5814249;5808164_5814249;1;08:10;18.0479876;59.3636430;18.0181438;59.3254671;52.1823397;71.6946588;19711.0901538;2
5805855;5811679;5805855_5811679;4;08:10;18.0627505;59.3706476;18.0525163;59.3840872;116.3789686;83.4595961;11113.7631286;2
5807392;5813506;5807392_5813506;1;08:10;18.0873677;59.3031586;18.0709046;59.3038426;146.3394434;117.3879656;17412.7838316;1
5806528;5817253;5806528_5817253;3;08:10;18.0984083;59.3936212;18.0106877;59.3901762;106.0168183;100.1923431;16467.9169198;3
5805249;5812744;5805249_5812744;1;08:10;18.0768273;59.3051971;18.0567312;59.3461477;143.6822462;129.2523290;13602.9342718;1
5805172;5819435;5805172_5819435;4;08:10;18.0417767;59.3541296;18.0256563;59.3637201;55.2257879;84.3380014;19340.7071542;2
5801707;5815188;5801707_5815188;1;08:10;18.0421357;59.3709061;18.0962927;59.3659354;91.8793319;100.7089579;8007.1177329;2
5805791;5812141;5805791_5812141;2;08:10;18.0737582;59.3870969;18.0483546;59.3895118;76.0157791;103.1307553;6638.9631546;1
5809925;5816617;5809925_5816617;3;08:10;18.0238777;59.3714087;18.0805993;59.3636670;123.0820965;99.1697162;17809.4295043;1
5805535;5812479;5805535_5812479;3;08:10;18.0110474;59.3801728;18.0550227;59.3613934;148.1297090;110.2633773;11587.2472495;2
5804931;5816484;5804931_5816484;3;08:10;18.0354622;59.3339450;18.0043413;59.3066652;75.6530062;63.7433468;17704.5328131;2
5803510;5819827;5803510_5819827;4;08:10;18.0287239;59.3814825;18.0633151;59.3518408;115.4174601;91.2363778;18396.3530779;2
5800202;5817421;5800202_5817421;3;08:10;18.0296308;59.3080115;18.0951403;59.3150169;69.8097633;50.4224803;5936.8639043;1
5804218;5819949;5804218_5819949;2;08:10;18.0233608;59.3894817;18.0601612;59.3737434;106.5330255;78.4511328;18251.9714448;2
5808958;5814452;5808958_5814452;4;08:10;18.0042093;59.3547592;18.0819189;59.3512222;96.3932487;88.7667069;11724.7858305;2
5804389;5815881;5804389_5815881;2;08:10;18.0017874;59.3817298;18.0884206;59.3680228;147.2005330;105.2224260;12656.4873351;3
5802327;5816665;5802327_5816665;1;08:10;18.0987722;59.3452318;18.0228080;59.3041673;110.8527273;135.0531053;14398.8876664;1
5808004;5812849;5808004_5812849;1;08:10;18.0427773;59.3643578;18.0212045;59.3084792;84.9506372;100.0651067;18895.7391010;3
5802931;5817390;5802931_5817390;1;08:10;18.0384327;59.3526403;18.0610981;59.3716323;61.4095785;114.3593916;5286.7414164;3
5807777;5816905;5807777_5816905;1;08:10;18.0679647;59.3731590;18.0411028;59.3072084;65.1246829;90.6266059;12152.6520248;2
5800197;5812489;5800197_5812489;2;08:10;18.0218254;59.3081630;18.0839861;59.3071257;72.5316930;103.4104031;15315.8306365;1
5807125;5819823;5807125_5819823;4;08:10;18.0949961;59.3060352;18.0900023;59.3012108;75.0966661;47.0932216;15840.6043655;2
5801930;5819207;5801930_5819207;4;08:10;18.0786345;59.3247103;18.0353421;59.3956501;135.0616058;65.4391581;15387.9864731;1
5806287;5819540;5806287_5819540;3;08:10;18.0089411;59.3159545;18.0236871;59.3737508;106.1222788;76.1853093;7016.5269411;3
5808800;5814611;5808800_5814611;2;08:10;18.0417581;59.3871784;18.0780526;59.3353251;102.3390911;87.2493355;9490.9338256;1
